price,bed,bath,sqft,addr,desc,info
"$1,999,999",5,5,"3,157","120 Hawk Point Rd, Nanaimo, BC, V9T 5W2","Pristine OCEAN VIEW Main Level Entry Home with legal 2-bedroom basement suite in North Nanaimo! Main floor offers 2 bedrooms including the Master with walk-in closet, built in make up vanity with LED mirror, 5 pcs ensuite including soaker tub, and stand-up shower with all customize tile work. All rooms on main floor have built in ceiling speakers. 12 ft high ceiling spacious living room with electric fireplace and customize shelving/cabinets. Spacious built in kitchen with all high-end appliances flowing to the dining room with customized built in hutch. Off the dining room is the very spacious balcony with built in speaker and beautiful views of the ocean/mountain great for entertainment. Lower level offers separate entrance rec room with built in ceiling/wall speaker and dry bar. Also, another bedroom with private ensuite. The 2 bedrooms suite is very spacious with private patio and views of the ocean/mountain. Great location close to all of North Nanaimo amenities.","{'Property Tax': '$2,596 (2022)', 'Last Updated': 'Fri, July 14, 2023', 'MLS® #': '937035', 'Date Listed': 'Jul 10, 2023', 'Property Type': 'Single Family', 'Square Footage': '3,157 SQFT', 'Rooms': '16', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Full', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage Double', 'Fireplace Features': 'Electric', 'Exterior Features': 'Balcony, Balcony/Patio, Low Maintenance Yard, Sprinkler System', 'Building Features': 'Transit Nearby'}"
"$290,000",0,0,Land,"Lot 94 HARRISON Way, Gabriola Island, BC, V0R 1X2","Introducing a remarkable opportunity to own a slice of paradise on the enchanting Gabriola Island. Nestled on this breathtaking island, this rectangular flat lot spans 0.43 acres, offering an expansive canvas for your dream home. Complete with a never before used septic system, ready for a 3-bedroom residence, development is a breeze. Power provision is hassle-free with a nearby power pole, simplifying the process of bringing electricity to your future home. Enjoy the convenience of an easy walk to the ferry terminal, marina, local pub, town center, farmers market, & beaches. This location epitomizes convenience & accessibility. For golf enthusiasts, a quick round at the local course is only 5 min drive. Experience privacy on the back-side of this lot, allowing you to relish in tranquility & seclusion. Don't miss out on this enchanting island retreat!","{'Property Tax': '$769 (2022)', 'Last Updated': 'Wed, July 5, 2023', 'MLS® #': '933672', 'Date Listed': 'Jun 5, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Islands', 'Sewer': 'Septic System'}"
"$899,000",3,2,"1,368","3035 Jingle Pot Rd, Nanaimo, BC, V9S 5W3","Welcome to the rural charm of North Jingle Pot! This remarkable rancher presents a rare opportunity to embrace a peaceful countryside lifestyle on a generous .6-acre lot. Boasting three bedrooms and built in 2009, this well-kept 3 bedroom home offers a seamless blend of modern comfort and tranquil surroundings. 
The layout of this rancher is designed with functionality and comfort in mind. The spacious bedrooms are all facing the back of the property for relaxation and privacy. One of the flex rooms (bedroom or den) has sliding doors onto a spacious deck. The main living area is thoughtfully designed, allowing for an effortless flow between the living room, dining area, and kitchen. This space opens onto a front porch which is another gathering place. This large flat lot provides ample space for gardening, a workshop, or possibly a carriage home. (Must confirm with R.D.N.) 
Location cannot be beaten! All measurements are approx and must be verified if important.","{'Property Tax': '$2,204 (2023)', 'Last Updated': 'Thu, June 29, 2023', 'MLS® #': '935379', 'Date Listed': 'Jun 28, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,368 SQFT', 'Rooms': '11', 'Heating': 'Baseboard', 'Pet Policy': 'Cats OK, Dogs OK', 'Stories': '1', 'Basement': 'Crawl Space', 'Flooring': 'Carpet, Laminate, Linoleum', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Septic System', 'Parking Features': 'Additional Parking, Carport, Driveway, Garage', 'Fireplace Features': 'Propane', 'Exterior Features': 'Balcony/Patio'}"
"$999,000",5,4,"2,860","2389 Barclay Rd, Nanaimo, BC, V9T 3J8","Brand new central Nanaimo home designed with a unique concept for young families. Features a 2-story layout on a level lot, offering 5 bdrm/4 full bth, including a 2bd legal suite. The main floor showcases a spacious great room connecting the dining/kitchen area, complemented by a primary bd with a large walk-in closet and full ensuite. Raised high ceilings create an open and airy atmosphere throughout. The lower floor boasts a sizeable game room/office with a separate entrance, ensuite, and exterior access for home stay or B&B. A 2-bd legal suite on the lower floor features a full kitchen, laundry, and separate electrical meter. Quartz countertops and custom cabinets planned for the main floor. Spec sheet details subject to change for early bird buyers. Includes a 2-5-10 new home warranty. Price plus GST.","{'Property Tax': 'N/A', 'Last Updated': 'Thu, May 18, 2023', 'MLS® #': '931924', 'Date Listed': 'May 18, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,860 SQFT', 'Rooms': '17', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Full', 'Flooring': 'Laminate', 'Area': 'Nanaimo', 'Roof': 'Fibreglass Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage, Open', 'Fireplace Features': 'Gas'}"
"$675,000",4,3,"2,009","5824 Carrington Rd, Nanaimo, BC, V9T 6C2","Live in desirable North Nanaimo! Located on a quiet no-thru road this beautiful half/duplex features 4 bedrooms, 3 bathrooms & fresh updates from top to bottom. Move in ready! Main floor has tons of living space including a bright open living room/dining room combo, 3 generous bedrooms, 2 baths & a spacious kitchen with eating area that opens out onto the back deck. You will love the large kitchen, cupboard space & stainless appliances. The lower level has an additional bedroom, family room, storage & utility/laundry space with walk-out to the backyard that would work well for in-law suite or Air B&B. Enjoy 2000 sq/ft of brand new vinyl flooring & fresh paint throughout plus new roof (2022) & hot water tank for a worry-free investment. The backyard is fully fenced, freshly landscaped & includes a platform deck & workshop. Garage plus additional parking on site. All measurements and data must be verified if deemed important. Vacant for quick possession and easy to show.","{'Property Tax': '$3,173 (2022)', 'Last Updated': 'Mon, July 31, 2023', 'MLS® #': '934845', 'Date Listed': 'Jun 16, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,009 SQFT', 'Rooms': '14', 'Heating': 'Baseboard, Electric', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Walk-Out Access, With Windows', 'Flooring': 'Vinyl', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Additional Parking, Driveway, Garage, Guest, On Street', 'Exterior Features': 'Balcony/Deck, Fencing: Full, Garden, Low Maintenance Yard', 'Building Features': 'Transit Nearby'}"
"$1,299,900",4,2,"2,096","553 Larch St, Nanaimo, BC, V9S 2G2","Welcome to 553 Larch St in Central Nanaimo, where you'll discover a truly exceptional property boasting breathtaking Ocean Views & boundless opportunities for redevelopment. This prime location grants easy access to all the amenities Nanaimo has to offer. A standout feature is its R8 multifamily zoning, allowing for the development of up to 16 units. This presents an ideal investment opportunity for developers seeking to capitalize on the growing demand for housing in the area. Prepare to be mesmerized by the spectacular Ocean Views this property offers. Imagine waking up every morning to the sunrise over the ocean, watching the seaplanes take off. Currently the property includes a charming home with 3 beds, 2 baths & over 2000sqft of living space. Whether you envision constructing your dream home or developing a multi-unit complex, this property has everything you need to make it happen. The combination of its prime location, stunning views, and R8 zoning allows endless possibilities.","{'Property Tax': '$4,693 (2022)', 'Last Updated': 'Fri, July 21, 2023', 'MLS® #': '938146', 'Date Listed': 'Jul 21, 2023', 'Property Type': 'Single Family', 'Square Footage': '2,096 SQFT', 'Rooms': '15', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Partially Finished', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway, Garage', 'Fireplace Features': 'Wood Burning', 'Exterior Features': 'Balcony/Deck, Balcony/Patio'}"
"$250,000",0,0,Land,"24 Captain Kidds Terr, Protection Island, BC, V9R 6R1","Welcome to this 8,470 sqft lot on Protection Island, a lovely island community a short ferry ride away from the heart of downtown Nanaimo. Perfect for your dream home or vacation getaway, this vacant lot is located a short walk away from the Nanaimo ferry service, Dinghy Dock Pub, and several treed parks. Island amenities include a community hall, library, museum, community garden, fire station, and public boat ramp. Protection Island is part of the City of Nanaimo and is serviced by municipal water and services. Seaplanes from Nanaimo Harbour allow for easy access from Vancouver and Victoria. All data and measurements are approximate and must be verified if fundamental.","{'Property Tax': '$1,400 (2022)', 'Last Updated': 'Mon, April 24, 2023', 'MLS® #': '927020', 'Date Listed': 'Mar 21, 2023', 'Property Type': 'Vacant Land', 'Rooms': '0', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Area': 'Islands', 'Sewer': 'Sewer Available, Sewer To Lot'}"
"$1,275,000",4,4,"3,125","1591 Knight Court Rd, Nanaimo, BC, V9T 4L2","Completely renovated 4 bedroom 4 bathroom Departure Bay home. This West Coast style home will impress with its style, updates and beautiful ocean views. Sure to be the heart of the home is the updated kitchen and family room area. The kitchen has granite counter tops, stainless appliances and sliding door taking in the view and provides access to the wrap around deck. The kitchen is open to the family room that's loaded with windows, a gas fireplace and also has deck access. The main level offers 3 beds and 3 baths with a master bedroom that hosts a spa like bathroom and a private deck. Finishing off the main level are 2 more beds; 1 with exterior access and a private patio. The basement could easily be converted to a suite with a roughed in bar area, bedroom, new bathroom and 2 separate Rec rooms. The home is heated economically and cooled in the summers with a heat pump. Other features include: vaulted tongue and groove ceilings, hardwood flooring throughout, new decks and windows.","{'Property Tax': '$4,716 (2020)', 'Last Updated': 'Wed, July 12, 2023', 'MLS® #': '937211', 'Date Listed': 'Jul 12, 2023', 'Property Type': 'Single Family', 'Square Footage': '3,125 SQFT', 'Rooms': '19', 'Heating': 'Forced Air, Heat Pump', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Finished, Walk-Out Access, With Windows', 'Flooring': 'Carpet, Hardwood, Laminate', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Carport, Garage Double', 'Fireplace Features': 'Wood Burning', 'Building Features': 'Fire Sprinklers'}"
"$459,900",2,1,"1,104","1541 Discovery Ave, Nanaimo, BC, V9S 4B6","Stop the Car! This delightful little rancher has great curb appeal and a fantastic location just a block up from the waterfront. Measuring 1,104 Square feet with two bedrooms and one bathroom on a 6,240 sq ft lot is this show stopper home.  The home offers a proper entryway which leads into a very large living room that contains in-floor heating and a natural gas fireplace that is ready to be replaced. The large Kitchen area leaves plenty of space to be creative and leads into a family room or formal dining area with French doors to the backyard.  Two decent-sized bedrooms could use your favorite flooring and are separated by the bathroom and laundry area. One bedroom walks out to the backyard through a patio door.  The floors are tiled throughout the main living space of this open floor plan that is ready to be inspired. Don't miss this excellent opportunity to live in Brechin Hill the Oceanside community.  Measurements are approximate, verify if relied upon.","{'Property Tax': '$3,173 (2022)', 'Last Updated': 'Wed, July 12, 2023', 'MLS® #': '937146', 'Date Listed': 'Jul 12, 2023', 'Property Type': 'Single Family', 'Square Footage': '1,104 SQFT', 'Rooms': '9', 'Heating': 'Baseboard, Radiant Floor', 'Pet Policy': 'Aquariums, Birds, Caged Mammals, Cats OK, Dogs OK', 'Basement': 'Crawl Space', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Driveway', 'Fireplace Features': 'Gas'}"
"$725,000",2,2,"1,535","2714 Keighley Rd, Nanaimo, BC, V9T 5X8","Welcome to Village on the Green, this two bedroom plus den patio home backs onto the 13th tee at the Nanaimo Golf Club. Enjoy the ocean views from the patio with southern exposure. The unit has an open concept living room with gas fireplace and kitchen with four appliances. Down the hall are a separate dining room and family room/den with gas fireplace and built-in bookshelves. The primary bedroom offers a four piece ensuite and walk-in closet. A second bedroom, three piece bathroom and laundry room complete the unit. The complex is designed for those 55+ and allows one cat or one dog. For more info, see the 3D tour, video and floor plan. All data and measurements are approx. and must be verified if fundamental.","{'Property Tax': '$3,503 (2022)', 'Last Updated': 'Tue, August 1, 2023', 'MLS® #': '938449', 'Date Listed': 'Jul 31, 2023', 'Property Type': 'Townhome', 'Square Footage': '1,535 SQFT', 'Subdivision': 'Village on the Green', 'Rooms': '9', 'Heating': 'Forced Air, Natural Gas', 'Pet Policy': 'Cats OK, Dogs OK, Number Limit', 'Stories': '1', 'Flooring': 'Mixed', 'Area': 'Nanaimo', 'Roof': 'Asphalt Shingle', 'Sewer': 'Sewer Connected', 'Parking Features': 'Garage', 'Fireplace Features': 'Family Room, Gas, Living Room'}"
